T,0229,0308,0323,0221,0306
-475,0.0,0.0,0.0,0.04269543408207661,0.0
-470,0.0,0.0,0.0,0.010593088461002412,0.0
-465,0.0,0.0,0.0,0.006362486284665924,0.0
-460,0.0,0.0,0.0,0.007852732327822484,0.0
-455,0.0,0.0,0.0,0.0040209480085118335,0.0
-450,0.0,0.0,0.0,0.0011086378535330203,0.0
-445,0.0,0.0,0.0,0.0016784820589395503,0.0
-440,0.0,0.0,0.0,0.002450648337035686,0.0
-435,0.0,0.0,0.0,0.0029931660826806065,0.0
-430,0.0,0.0,0.0,0.00193651673758472,0.0
-425,0.0,0.0,0.0,8.741299554770236e-05,0.0
-420,0.0,0.0,0.0,-0.0017151809567485775,0.0
-415,0.0,0.0,0.0,-0.0033743302971454376,0.0
-410,0.0,0.0,0.0,-0.005973625306543898,0.0
-405,0.0,0.0,0.0,-0.007810590791619758,0.0
-400,0.0,0.0,0.0,-0.009592459462607495,0.0
-395,0.0,0.0,0.0,-0.010990592847559504,0.0
-390,0.0,0.0,0.0,-0.01275931468834716,0.0
-385,0.0,0.0,0.0,-0.013845375971611186,0.0
-380,0.0,0.0,0.0,-0.015331974300835369,0.0
-375,0.0,0.0,0.0,-0.01650799708249314,0.0
-370,0.0023141918666218096,0.0,0.0,-0.017837843753885498,0.0
-365,0.004616339036261875,0.0,0.0,-0.019270702927114542,0.0
-360,0.0023750260761092466,0.0,0.0,-0.020033887969482536,0.0
-355,-0.003047339806728272,0.0,0.0,-0.01968059867949031,0.0
-350,-0.010405462473183538,0.0,0.0,-0.019068280101484956,0.0
-345,-0.015031786320644539,0.0,0.0,-0.01929213807189946,0.0
-340,-0.015202341318839564,0.0,0.0,-0.021094523043457873,0.0
-335,-0.016391740093104085,0.0,0.0,-0.024197961170719737,-0.0037666580632898052
-330,-0.004761820955048229,0.0,0.0,-0.02823654785102479,-0.007849328290685716
-325,-0.0024040811212531514,0.0,0.0,-0.033088934122304306,-0.006223158059392155
-320,-0.00014328046129896292,0.0,0.0,-0.03742923814906414,-0.005967646088244268
-315,0.0026292805180442094,0.0,0.0,-0.04009447003630365,-0.0077565775344220775
-310,-0.00012220793948971887,0.03336886821253208,0.0,-0.042017102744652306,-0.009006958769982802
-305,-0.006396115635164182,0.01847418355240072,0.0,-0.0428092278984985,-0.009429605508634406
-300,-0.013970263609293487,0.0171297624725611,0.0,-0.04271955986295645,-0.009397427746511453
-295,-0.020588753039432337,0.0143865154795238,0.0,-0.04229478462302985,-0.010720282339625738
-290,-0.024563993257874395,0.010235961006592692,0.0,-0.04219303238972347,-0.014398585659884937
-285,-0.021068775714110005,0.00838412905021224,0.0,-0.04309221332723141,-0.017714420537216582
-280,-0.02047188868600757,0.006253665385937439,0.0,-0.044702010941351705,-0.019111820928861156
