expday,lineageID,lineage_len,phi_mean,lambda_mean
20160229,781,3,0.14791170964038133,0.020615564928535855
20160229,782,3,0.16624964751150176,0.01517011242126612
20160229,783,3,0.1503105547863646,0.01891137164046241
20160229,784,3,0.1427826823186833,0.017455796186121333
20160229,785,3,0.14012701045462253,0.018361530613238846
20160229,786,3,0.14289882114229258,0.02095254544187356
20160229,787,3,0.1467959852213354,0.01923555894447915
20160229,788,3,0.12795904041366016,0.01801122861952197
20160229,789,3,0.16648043436267876,0.02189595739673541
20160229,790,3,0.14555001379469426,0.01457714574070772
20160229,791,3,0.13672775915556956,0.013562474458375356
20160229,792,3,0.12101920995387151,0.01888766722273025
20160229,793,3,0.10082006807788539,0.01552738201722743
20160229,794,3,0.13498310974715694,0.018214811656838487
20160229,795,3,0.1293441525570096,0.015699718511793605
20160229,796,3,0.15092407940409008,0.02163959806923953
20160229,797,3,0.11605458543164367,0.019864560161895098
20160229,798,3,0.17300552840325506,0.012620413412433275
20160229,799,3,0.15343930076876638,0.02221844997683016
20160229,800,3,0.1587435649832631,0.013448056050726695
20160229,801,3,0.15257012518721988,0.01915842501605989
20160229,802,3,0.14642871606739963,0.021892425270669646
20160229,803,3,0.1559833426939456,0.01977330268007079
20160229,804,3,0.11709619122227069,0.01957208651262025
20160229,805,3,0.13947812973744594,0.019756965573098233
20160229,806,3,0.13954681117872794,0.016786859161147014
20160229,807,3,0.140760231511902,0.019032898793702124
20160229,808,3,0.13119286905488087,0.019371182375146002
20160229,809,3,0.16369412961134983,0.014902952581029395
20160229,810,3,0.13426974578650797,0.019228975086826573
20160229,811,3,0.15906990508872335,0.02045959998738094
20160229,812,3,0.1420832873706988,0.012273214100535813
20160229,813,3,0.13682675322262644,0.018791016133549845
20160229,814,3,0.14703554186708,0.022923685292409905
20160229,815,3,0.15398301816137594,0.015720650047376244
20160229,816,3,0.11364458815220571,0.019193471586919725
20160229,817,3,0.17637798136687985,0.022378894855864463
20160229,818,3,0.15148520533856163,0.015221307240125288
20160229,819,3,0.13946736774686713,0.02027120947052419
20160229,820,3,0.13873451707440593,0.022827983960990835
20160229,821,3,0.1548975466681703,0.015360091485565075
20160229,822,3,0.14850351131599346,0.016250053093576213
20160229,823,3,0.13613078528945913,0.01528850875360357
20160229,825,3,0.14307011712029974,0.01677053734207105
20160229,827,3,0.14460772211230238,0.014757256452369168
20160229,828,3,0.164367086322819,0.01645266498101178
20160229,829,3,0.16397174065028502,0.014068635235179063
20160229,830,3,0.1520883906893301,0.022483756763658328
20160229,831,3,0.14089775602987176,0.019747894988107733
20160229,832,3,0.13836098344300732,0.019591775219632623
20160229,833,3,0.15693280801150278,0.015833876688389866
20160229,834,3,0.14304753595514105,0.02318845234041711
20160229,835,3,0.1261792454526747,0.022367619300126748
20160229,836,4,0.14323290663122032,0.019028458680272985
20160229,837,4,0.13144614377858252,0.013927160340122088
20160229,840,4,0.13996286073377112,0.020669729137095725
20160229,843,4,0.15175934949934108,0.0208712007731689
20160229,844,3,0.13893695380353147,0.021197020710078885
20160229,845,4,0.15704508266640677,0.018785995068923467
20160229,846,4,0.14165514867919474,0.019058957871627175
20160229,847,4,0.15859193050699982,0.0187895442069503
20160229,848,3,0.15607201485698038,0.02442494948999808
20160229,850,4,0.1417240530580654,0.014291752892508149
20160229,852,4,0.14864163275724207,0.012916864587556308
20160229,854,4,0.17402377794186166,0.016923590688679366
20160229,855,4,0.14519098218887808,0.024415718843434128
20160229,856,4,0.14610170641696485,0.018075368634683668
20160229,857,4,0.12148470767518899,0.01820006286371283
20160229,858,4,0.14758250988617133,0.018821584097230906
20160229,859,4,0.1503173947286241,0.019720822333483465
20160229,860,4,0.15602362818783003,0.02021537812472755
20160229,861,4,0.14318319562715587,0.022399577500863608
20160229,862,4,0.15632727883932468,0.015331377489698497
20160229,863,4,0.1465634442612951,0.019532096244479352
20160229,864,4,0.14657802402541426,0.015545777165178565
20160229,865,4,0.14750348473839783,0.01462036885536569
20160229,866,4,0.15025708554866507,0.019184715691821643
20160229,867,4,0.1468550074620524,0.016267268118996894
20160229,868,4,0.1459339042576408,0.018593357962270247
20160229,869,4,0.1373502136294575,0.02154090276702684
20160229,870,4,0.1377844833361822,0.020217792369831306
20160229,871,4,0.14857084880756397,0.010860156048896646
20160229,872,4,0.13189945063342406,0.019855822630757854
20160229,873,4,0.1510718535243088,0.01563689247109262
20160229,874,4,0.16138627415512047,0.013315754055850426
20160229,876,4,0.15009743330068898,0.020853175023401678
20160229,878,4,0.15543261919881204,0.016736282523089896
20160229,880,4,0.13056535809541403,0.016169556724699535
20160229,881,4,0.14850164776962838,0.010787815232218523
20160229,882,4,0.15133085886243805,0.019291902566503816
20160229,883,4,0.1482834137428942,0.019630051831824567
20160229,884,4,0.16020427540013488,0.012216642345909131
20160229,885,4,0.14186089734193064,0.016150476054844667
20160229,887,4,0.13202925702787935,0.020584793970650175
20160229,888,4,0.14895579765466432,0.015317470313648336
20160229,889,4,0.16168598332488218,0.015728743193583725
20160229,890,4,0.12294021060796818,0.018290148918364505
20160229,892,4,0.1473638074676308,0.0183386775704804
20160229,893,4,0.10693706522828517,0.017093302206057433
20160229,894,3,0.13777813347845694,0.018271335734293428
20160229,895,4,0.1458061619481276,0.013115651912787518
20160229,896,4,0.1723105184920646,0.013903542005424582
20160229,897,4,0.1390783250780399,0.014546968400579317
20160229,898,4,0.14711529674479498,0.01565397436124926
20160229,899,4,0.14015572235486728,0.013680881133025784
20160229,900,4,0.1393227724445679,0.017070307619711626
20160229,901,4,0.1428965982278548,0.014051173906563477
20160229,902,4,0.1596081937172386,0.01626511361043741
20160229,903,4,0.15751864352911152,0.014047621151449415
20160229,904,4,0.1499173093193753,0.018222192785455962
20160229,905,4,0.1603716388649283,0.013893200116192673
20160229,906,4,0.15745707917404675,0.017212756619760072
20160229,907,4,0.15111916462145886,0.019638477581840105
20160229,908,4,0.1549726549636877,0.019894439244588693
20160229,909,4,0.1430079071910749,0.014707982508995042
20160229,910,4,0.14725617157460033,0.015491844571861417
20160229,911,4,0.1828796136234207,0.014435289384352101
20160229,912,4,0.17236745836480344,0.01250329062875755
20160229,913,4,0.14244120621422704,0.02289988276997768
20160229,914,4,0.15984489626132195,0.017600899727124964
20160229,915,4,0.14622267393234942,0.017353325175372598
20160229,916,4,0.13620316256832238,0.020731555444923756
20160229,917,4,0.14790339082757764,0.019263271713681782
20160229,918,4,0.14209416083079093,0.013526246641042993
20160229,919,4,0.13957557968131767,0.016964819255198577
20160229,920,4,0.12547387647615021,0.014241469396729796
20160229,921,4,0.16178940081991214,0.013362362031657282
20160229,922,4,0.13982825123193296,0.019354878921164616
20160229,923,3,0.1420581216873486,0.01568300919744826
20160229,924,4,0.1538679937398659,0.0206331133396712
20160229,925,4,0.1459695752208007,0.02283095955709894
20160229,926,4,0.1568957530427519,0.019151121895522698
20160229,927,4,0.10717084132950028,0.010047864138268947
20160229,928,4,0.14539718065181811,0.018207941806821813
20160229,929,4,0.15802939373386904,0.015576671501863626
20160229,930,4,0.14776566367336005,0.019426959609477136
20160229,931,4,0.16939161426441152,0.022584053708592258
20160229,932,4,0.15109753968166467,0.012030354778918527
20160229,933,4,0.14638369441846688,0.01648195188618472
20160229,934,4,0.13245461539341177,0.024402645775665678
20160229,935,4,0.1464180227033321,0.016847575583296324
20160229,936,4,0.15877686452675938,0.017600868480848724
20160229,937,3,0.14768381976311848,0.011742817678115162
20160229,938,4,0.1672973472664096,0.02063550762056845
20160229,939,4,0.15538441935960756,0.02180478695551403
20160229,940,4,0.16504617805749464,0.02147605651132737
20160229,941,4,0.14966718692281006,0.018405387933935292
20160229,942,4,0.14934447155976638,0.02020230609136672
20160229,943,4,0.13205019062999135,0.0185154359880995
20160229,944,4,0.1328094413201102,0.015365914839478413
20160229,945,4,0.16745756336508075,0.019301024433664875
20160229,946,3,0.13663735193685,0.0201572629599971
20160229,947,4,0.1643096990131011,0.01456107838139312
20160229,948,4,0.1443879265298584,0.017091457479831026
20160229,949,4,0.15567285738151207,0.01682277766785997
20160229,950,4,0.1536904539410553,0.01799589225924894
20160229,951,4,0.14476867556781883,0.011486267387185611
20160229,952,4,0.14193013918973002,0.010274575005455347
20160229,953,4,0.17212847587146257,0.012642495449173287
20160229,954,4,0.15817345321743276,0.014665536159206056
20160229,955,4,0.16363076013117558,0.014819808468913984
20160229,956,4,0.14062072770531678,0.017559750312692007
20160229,957,4,0.15869684898993733,0.01973198452486091
20160229,958,4,0.14046290523483831,0.01501137824593241
20160229,959,4,0.15207301999155018,0.011816522329159147
20160229,960,4,0.13541403168686195,0.020752056631754525
20160229,961,4,0.1583460330727439,0.014638844224831657
20160229,962,4,0.15078068070340386,0.017234017534250686
20160229,963,4,0.15970311273944937,0.011107619103358094
20160229,964,4,0.139434833000379,0.019543304533679164
20160229,965,4,0.15770971605552106,0.015980697359125353
20160229,966,4,0.17389983188633015,0.018498955460726323
20160229,967,4,0.14270247116243676,0.019133888832611752
20160229,968,4,0.14656752241295828,0.01716700615264411
20160229,969,4,0.14687396070095002,0.015069722754644264
20160229,970,4,0.1469711545250083,0.018643755735620424
20160229,971,3,0.14703806545760634,0.01922179591498417
20160229,972,4,0.14849051018992315,0.021879749339617206
20160229,973,4,0.15753441779741034,0.019373383297246322
20160229,974,4,0.13247307797177632,0.015375095653194714
20160229,975,4,0.13445709241943513,0.017657391122122446
20160229,976,4,0.1477845827290561,0.01987927966424755
20160229,977,4,0.13550447239452723,0.01844287624012865
20160229,978,4,0.13640482879753377,0.017756512652451893
20160229,979,4,0.14340971885197623,0.01646143734933817
20160229,980,4,0.15383472398002793,0.01791561502344101
20160229,981,4,0.15081469774750939,0.015670098561596513
20160229,982,4,0.12943221434038613,0.017523519931549415
20160229,983,4,0.16196116056865392,0.015891266885726174
20160229,984,4,0.13596663696904088,0.018560374624447182
20160229,985,4,0.1364176028076748,0.015778247237542314
20160229,986,4,0.14789633965510982,0.019353823129314808
20160229,987,4,0.14630633265813672,0.014478922666853683
20160229,988,4,0.12253132564488908,0.01187476534978967
20160229,989,4,0.1743715427998119,0.015049196592922354
20160229,990,4,0.12799764565321847,0.015993800854498124
20160229,991,4,0.12408231901687522,0.013557410067128357
20160229,992,4,0.10852399791150286,0.0188972860455106
20160229,993,4,0.16988865289882166,0.01557343424321348
20160229,994,4,0.13906485497681983,0.018169654912296267
20160229,995,4,0.14631879254289168,0.01589701709770898
20160229,996,4,0.13671574570335931,0.019162563677349594
20160229,997,4,0.12823547320307804,0.019314374184074657
20160229,998,4,0.15010395624391876,0.014636839944083034
20160229,999,4,0.1289488471143423,0.020898894729758515
20160229,1000,4,0.10577428833057224,0.015200477476812576
20160229,1001,4,0.13280255468976204,0.01654560319034561
20160229,1002,4,0.1542823078289115,0.02114888670144887
20160229,1003,4,0.14977842519869383,0.013582378493557198
20160229,1004,4,0.14678956940344906,0.01915070894510822
20160229,1005,4,0.1494559111043132,0.01822651828023423
20160229,1006,4,0.14456585321818105,0.017778232458309555
20160229,1007,4,0.15314168150285465,0.01838877754876126
20160229,1008,3,0.1437987131976649,0.015279761321261172
20160229,1009,4,0.16892313408869963,0.01865733221422642
20160229,1010,4,0.16135861282043049,0.020472519432264236
20160229,1011,4,0.14257406217879887,0.01618800270515361
20160229,1012,5,0.1353993202119443,0.01544784271183702
20160229,1013,5,0.1867075707069677,0.014377944652275184
20160229,1014,4,0.14074659534171574,0.01988420166219867
20160229,1015,4,0.13180559519714236,0.021976141221934756
20160229,1016,4,0.14126305391824365,0.020343824175609523
20160229,1017,5,0.14222042239346522,0.01528071902355759
20160229,1018,5,0.18663531647799164,0.0132318765586668
20160229,1019,4,0.15923690679303287,0.01663595701712216
20160229,1020,5,0.13548419452809557,0.017672405158697908
20160229,1021,5,0.12643044382068022,0.013876958462122124
20160229,1022,5,0.14450693982880317,0.018039315019527474
20160229,1023,5,0.1630737569911614,0.018597324805432205
20160229,1024,4,0.15603364739134026,0.011717387861288685
20160229,1025,5,0.14877533284669198,0.017548137780182792
20160229,1026,5,0.15938234231898973,0.019408540998516702
20160229,1027,5,0.16197411399622355,0.01416104495792228
20160229,1028,5,0.14147824751416896,0.017701216146743016
20160229,1029,5,0.14045589565299513,0.01294920395341995
20160229,1030,5,0.144756345647951,0.015686203979863547
20160229,1031,5,0.15984861224927657,0.016058993986569518
20160229,1032,5,0.13940449010974162,0.016903613806808604
20160229,1033,5,0.14499543619452968,0.018254058387422892
20160229,1034,5,0.14923752862017262,0.01800242925897886
20160229,1035,5,0.14033808412066462,0.018783397684351343
20160229,1036,5,0.15190954301312054,0.01677745287551749
20160229,1037,5,0.14049383804578403,0.014193050513392952
20160229,1038,5,0.1509146230139597,0.017856932053822664
20160229,1039,5,0.15427349658709097,0.01625577664111226
20160229,1040,5,0.15584172079668787,0.01784929101810087
20160229,1041,5,0.1625848452721731,0.014055984379036884
20160229,1042,5,0.13572276296052008,0.017070971549358955
20160229,1043,5,0.14081698274819532,0.016947840123849766
20160229,1044,5,0.14360576738850894,0.015001935362335668
20160229,1045,4,0.14924677423357846,0.01674797123874238
20160229,1046,4,0.1488372101035347,0.015219472272724983
20160229,1047,5,0.14079153730003444,0.016872356829902117
20160229,1048,5,0.14592613838733456,0.01076006971036886
20160229,1049,5,0.1677441100651014,0.012591547669128457
20160229,1050,5,0.1560132742244268,0.012862599761108963
20160229,1051,5,0.1558652470422875,0.013978865262825884
20160229,1052,5,0.13174649652615233,0.013286096824991751
20160229,1053,5,0.13131378656383433,0.01764997355519219
20160229,1054,5,0.1564080700405119,0.016273310858704315
20160229,1055,5,0.15265057665663267,0.011801200822382665
20160229,1056,5,0.16749245763672926,0.01405416053305494
20160229,1057,5,0.1684130423365402,0.012874089425980548
20160229,1058,5,0.13065315683106007,0.014985440330666807
20160229,1059,5,0.1466155055851405,0.01422493594420533
20160229,1062,5,0.15499042493602766,0.016434054748401372
