expday,lineageID,lineage_len,phi_mean,lambda_mean
20160229,495,2,0.10082778982358806,0.007933588908432944
20160229,496,3,0.1380604782436553,0.018183074281266177
20160229,497,3,0.14703230839756368,0.018309977618236148
20160229,498,3,0.15469661676552898,0.019083586974141958
20160229,499,3,0.15611769097835582,0.021555777424422003
20160229,500,3,0.14232104064328244,0.017709286284539768
20160229,501,3,0.1582757114819598,0.015428212813227728
20160229,502,3,0.14162848780025053,0.018604860906752525
20160229,503,3,0.1788913863897396,0.022080222672852153
20160229,504,3,0.1544328098508637,0.01877029695869126
20160229,505,3,0.15304131229621648,0.01585181519341512
20160229,506,3,0.13728076705891937,0.019890580519543226
20160229,507,3,0.14915506058794717,0.017950081804988926
20160229,508,3,0.14635229157947716,0.021631037660329294
20160229,509,3,0.15392716052392036,0.021648211621891882
20160229,510,3,0.15015591158185673,0.013099629056973055
20160229,511,2,0.1648852904832858,0.020834278552272573
20160229,512,3,0.15391698197314985,0.020272765531862864
20160229,513,3,0.13674977876051084,0.023012878944023752
20160229,514,3,0.16348513450818564,0.01768933307735857
20160229,515,3,0.15943075802774148,0.013377268189868353
20160229,516,3,0.15199512091179257,0.01515721675629786
20160229,517,3,0.14385879572079327,0.018763196821864864
20160229,518,3,0.16144631802510923,0.01244965850117236
20160229,519,3,0.15891856261765203,0.016758839268552834
20160229,520,3,0.1447417019443424,0.017912425248168558
20160229,521,3,0.14159736881107401,0.018716474214755266
20160229,522,3,0.1471837615988079,0.01622397743910521
20160229,523,3,0.14739675044883555,0.018200537272338276
20160229,524,3,0.14275591380607386,0.019720276291000045
20160229,525,3,0.17374900597177947,0.01650834213952324
20160229,526,3,0.15171771194941056,0.021776330615184084
20160229,527,3,0.18438773238184888,0.019526516421961803
20160229,528,3,0.15066596504908855,0.024353392298700604
20160229,529,3,0.16022731570872575,0.012563737229068334
20160229,530,3,0.1336206753940405,0.023921683530893474
20160229,531,3,0.1328316389884373,0.018850811669366842
20160229,532,3,0.15116747141075715,0.01718312625833586
20160229,533,3,0.1676153959977509,0.014843982368468811
20160229,534,3,0.15952648897735627,0.015276088820492336
20160229,535,3,0.15958061312568084,0.02317874394801235
20160229,536,3,0.14508426780757033,0.018877755519159094
20160229,537,3,0.1584378830445486,0.015609571783909933
20160229,538,3,0.14481800291972874,0.021886864880866906
20160229,539,3,0.1524099284621551,0.011001797816448132
20160229,540,3,0.1460033461786324,0.017634169407966537
20160229,541,3,0.13223299264056598,0.01678681316480054
20160229,542,3,0.1582133607468902,0.014962989745100522
20160229,543,3,0.14071979198473128,0.02075706001744535
20160229,544,3,0.13318440164679657,0.018558734470164713
20160229,545,3,0.1647139125821243,0.01417345013411456
20160229,546,3,0.14736819805800572,0.018428632403948864
20160229,547,3,0.15854997402302903,0.021305181468703152
20160229,548,3,0.15717942865626106,0.023267428795402896
20160229,549,3,0.15126920404797747,0.018639680518375987
20160229,550,3,0.1533657156954423,0.018792346569243803
20160229,551,3,0.14839229653758665,0.022274608108866622
20160229,552,3,0.15216727552197987,0.019464729016072695
20160229,553,2,0.12893471984947172,0.02125696532718088
20160229,554,3,0.1380408277105772,0.01723872400246128
20160229,555,3,0.16038043886868095,0.013863535423341422
20160229,556,3,0.14067420864876376,0.017966522972588158
20160229,557,3,0.1600871049304617,0.016347372335522165
20160229,558,3,0.16020119688957413,0.015561138818706419
20160229,559,3,0.15632862626149893,0.013596068407902947
20160229,560,3,0.15177707536501392,0.01649591603740461
20160229,561,3,0.12858768319703043,0.016280667740417157
20160229,562,3,0.15084561727770704,0.018470237302107836
20160229,563,3,0.14301178052548494,0.02052185355250377
20160229,564,3,0.16230884678248772,0.02314396808448428
20160229,565,3,0.16402011059192606,0.021949147053262525
20160229,566,3,0.15745877808024822,0.014551673242666065
20160229,567,3,0.1639396874072441,0.015186967872133693
20160229,568,3,0.10293260007052754,0.014937774936456646
20160229,569,2,0.15376815134521013,0.01864888953047681
20160229,570,3,0.15853401517626434,0.017195956234191498
20160229,571,3,0.14655642078406872,0.017812414348580934
20160229,572,3,0.12899927191574168,0.02039141828843069
20160229,573,3,0.12659951098839173,0.01940363031870331
20160229,574,3,0.1656959063879642,0.018267532259493874
20160229,575,3,0.15369977704227536,0.01974399857052246
20160229,576,3,0.1479290396935826,0.02129946460223321
20160229,577,2,0.12989793458924728,0.02193736418594972
20160229,578,3,0.15273451314830946,0.018970952514888773
20160229,579,3,0.16649983561325105,0.014900118720408383
20160229,580,3,0.14584875043923867,0.01915820001819038
20160229,581,3,0.17964723392776263,0.020597088042066322
20160229,582,3,0.14250597431680845,0.013943609145750777
20160229,583,3,0.1360197594595281,0.01307046580176263
20160229,584,3,0.1522666709140881,0.015193417764777157
20160229,585,3,0.14182544988162055,0.013323867794360036
20160229,586,3,0.1448098450735495,0.010664447735060438
20160229,587,3,0.15187644747548767,0.017904798956208
20160229,588,3,0.15252784066361147,0.021461704272064386
20160229,589,3,0.15006761527845164,0.01762515644573514
20160229,590,3,0.13910834653171888,0.018134696156399
20160229,591,2,0.15543215330085375,0.018577951008435352
20160229,592,3,0.15204773610368966,0.01809339693259739
20160229,593,3,0.15287067045593647,0.020032082620089722
20160229,594,3,0.13978044622705058,0.014081886428803746
20160229,595,3,0.16525690858304556,0.014923894380788
20160229,596,3,0.14801465633763908,0.01841418137632666
20160229,597,3,0.15311079345709752,0.01862923014618578
20160229,598,2,0.1614618691235915,0.017061104128934492
20160229,599,3,0.1724827466532564,0.016970212140513453
20160229,600,3,0.1433994011760864,0.023396822555096404
20160229,601,3,0.1420611191237941,0.021707271038539113
20160229,602,3,0.13967688004489348,0.016950169128898185
20160229,603,3,0.13938759292020558,0.015583759221203693
20160229,604,3,0.1384672941273315,0.017276822146699726
20160229,605,3,0.14356958742316378,0.03148720482473252
20160229,606,3,0.14390280388125273,0.014110136045556375
20160229,607,3,0.1412601084479675,0.0166389710184296
20160229,608,3,0.15574695454866333,0.019440840845350697
20160229,609,3,0.15617714968859833,0.01848166184637418
20160229,610,3,0.16544223259280527,0.016610738524664125
20160229,611,3,0.1573532381089869,0.016332299312493588
20160229,612,3,0.15191671238329968,0.01913108865451473
20160229,613,2,0.13310240850243565,0.023416507113849804
20160229,614,3,0.15431035372570007,0.018267444092601896
20160229,615,3,0.15269241208522114,0.018175779739316198
20160229,616,3,0.1415997999896975,0.01661449822551127
20160229,617,3,0.15852539070500588,0.01974594588768222
20160229,618,3,0.14408168186194129,0.011063739848966535
20160229,619,3,0.18257384416456748,0.016966706621096565
20160229,620,3,0.13478663061033722,0.014080058246079075
20160229,621,3,0.14221795350298147,0.014725022068407985
20160229,622,3,0.15939131988421576,0.012774837543021065
20160229,623,3,0.12943425186077068,0.0209841863762265
20160229,624,3,0.14210397655899906,0.020004383143223784
20160229,625,3,0.16011674641723853,0.018553483747367584
20160229,626,3,0.16283330908759264,0.01625886839140053
20160229,627,3,0.15660924135242826,0.01680361423894033
20160229,628,3,0.13228404243671688,0.020598905930557493
20160229,629,3,0.16758545751361983,0.01457078625731772
20160229,630,3,0.15131280786849785,0.017150933050531985
20160229,631,3,0.1647690063260484,0.01418922784843055
20160229,632,3,0.14890324437635974,0.017536658590052934
20160229,633,2,0.1311936433749597,0.02312709571312108
20160229,634,3,0.1414916073911113,0.018603313670669426
20160229,635,3,0.15118230979349273,0.015828481621603226
20160229,636,3,0.15124501319203779,0.020047760720451453
20160229,637,3,0.13858620228657845,0.014460147451545113
20160229,638,3,0.15450696410531434,0.017279846402052757
20160229,639,3,0.1357788075680581,0.01761359226313008
20160229,640,3,0.15554036833499818,0.01230423337787789
20160229,641,3,0.16844382499717353,0.013259388423541598
20160229,642,3,0.160851602625524,0.013434764117735398
20160229,643,3,0.14847815936788142,0.02109522427492576
20160229,644,3,0.14244480116208946,0.010753375073980673
20160229,645,3,0.1444700392074398,0.014321302977334981
20160229,646,3,0.15274346017834473,0.015362214266347547
20160229,647,3,0.14585120347765518,0.018483559211819073
20160229,648,3,0.1296029388067823,0.021068969894468347
20160229,649,3,0.1539723290764443,0.018686992219259107
20160229,650,3,0.14687896962116323,0.01671227588071314
20160229,651,3,0.15637180926419758,0.018587924682852384
20160229,652,3,0.1511296649928082,0.020886991982376712
20160229,653,3,0.13128678610811492,0.016500870493747807
20160229,654,3,0.1456539570075447,0.014286066290608801
20160229,655,3,0.1430844273840521,0.015175305870595918
20160229,656,3,0.12091319813552841,0.014105368392028327
20160229,657,3,0.1597583904446937,0.009665728628312787
20160229,658,3,0.15447885712523446,0.016190970982958262
20160229,659,3,0.1683348564475772,0.018847945104794043
20160229,660,3,0.14297599105119266,0.014515223105303676
20160229,661,3,0.14564775601064375,0.01733006180561397
20160229,662,3,0.16379282618055632,0.01680822917834367
20160229,663,3,0.13202427588396545,0.022316775375779696
20160229,664,3,0.15221380565782533,0.021093869631378704
20160229,665,3,0.16727256663504225,0.02039662077627685
20160229,666,3,0.15870469575248258,0.020909775839836508
20160229,667,3,0.14388058871743983,0.016123581758306416
20160229,668,3,0.16110039996992406,0.012255894008458914
20160229,669,3,0.14785125770216592,0.020415952094410994
20160229,670,3,0.14918805254513834,0.0205872286501602
20160229,671,3,0.13811012557984864,0.019647974811534283
20160229,672,3,0.13701708145956942,0.020683089866448047
20160229,673,3,0.14320900239871426,0.016637452548869593
20160229,674,3,0.1464152344554985,0.014187989329353778
20160229,675,3,0.15193658060341841,0.01703756742831993
20160229,676,3,0.13820017699877335,0.015945998495046236
20160229,677,3,0.17833184705577568,0.015234107430287927
20160229,678,3,0.1464200302322023,0.018096810928356744
20160229,679,3,0.147294794336158,0.01660115490073755
20160229,680,3,0.1496295970556891,0.017402904676687696
20160229,681,3,0.16068745247079647,0.018591035438507226
20160229,682,3,0.16195721592337423,0.018666558789025754
20160229,683,3,0.15126205340859966,0.014280790410901372
20160229,684,3,0.15945638294735395,0.022210084670748333
20160229,685,3,0.14112111300871583,0.019894626855300836
20160229,686,3,0.15005094771457309,0.016973415946883116
20160229,687,3,0.15836011836926733,0.018581011938865678
20160229,688,3,0.13103578077481665,0.017936546780832327
20160229,689,3,0.12705041064681893,0.021974022396259972
20160229,690,3,0.1426514322754325,0.014047126984755475
20160229,691,3,0.14919258793803694,0.02070727327323171
20160229,692,3,0.17448959677238346,0.019713725884800633
20160229,694,3,0.12475574522767091,0.01683455757658597
20160229,696,3,0.14584143622538812,0.01859754943992583
20160229,697,3,0.14064356468734837,0.016527468759785783
20160229,698,3,0.14998327573537132,0.016577314239433337
20160229,699,3,0.1603270674861174,0.01844251711426629
20160229,700,3,0.13515986489255266,0.02251471654535749
20160229,701,3,0.12217275868178783,0.01814468299519129
20160229,702,3,0.14388750547610077,0.016062071419060006
20160229,704,3,0.13681938558670764,0.013088465589996505
20160229,705,3,0.12291665539629988,0.02107372972026056
20160229,706,3,0.1823134338334688,0.013369396544943324
20160229,707,3,0.14304011406959719,0.01707907949255746
20160229,708,3,0.1391220304782269,0.0183544217103213
20160229,714,3,0.16285634157857462,0.017434930631882208
20160229,715,3,0.12627928261580068,0.017872757933387006
20160229,717,3,0.14972587625321207,0.021009046548370686
20160229,718,3,0.13580226579445784,0.013186379330601617
20160229,720,3,0.13650386294907724,0.01350410439650628
20160229,722,3,0.1615117479075103,0.015806384163364544
20160229,723,3,0.1643585904277783,0.018119085095099657
20160229,724,3,0.14811056567798306,0.015474409202875272
20160229,725,3,0.15323727714027469,0.011389855634486376
20160229,726,3,0.14174352759351438,0.011283172047825434
20160229,727,3,0.14222974661747967,0.02218752625424988
20160229,728,3,0.14826742135348628,0.022417941331477585
20160229,729,3,0.1739369663706924,0.012080669423208438
20160229,731,3,0.14559887543091032,0.020272069338984965
20160229,732,3,0.13037791005778432,0.018677186472507226
20160229,733,3,0.12847915202825475,0.023700453498478116
20160229,734,3,0.13403571761053815,0.016305486229749894
20160229,735,3,0.14097537403112897,0.00871922067762421
20160229,737,3,0.13318136876540315,0.0232704876445172
20160229,738,3,0.16297840609359135,0.01850499023834253
20160229,741,3,0.15417704773379448,0.015814068904050283
20160229,742,3,0.14256654881511696,0.019334620941087524
20160229,743,3,0.16036257138463822,0.01708615438134832
20160229,744,3,0.14158254829421263,0.025037415716456547
20160229,746,3,0.1535426004284332,0.020490791644707632
20160229,747,3,0.13739414416958765,0.015081868701905136
20160229,748,3,0.15580415140083242,0.02068346921738619
20160229,750,3,0.1427363544571687,0.017602965662081988
20160229,751,3,0.16428923287790959,0.015026720821393048
20160229,752,3,0.18125941417601896,0.014065142087833781
20160229,753,3,0.17271918619361684,0.020832441213235235
20160229,754,3,0.1395906643226272,0.01982887314266066
20160229,755,3,0.16284427877379506,0.016398907207701423
20160229,756,3,0.13000323008412074,0.022754771628830713
20160229,757,3,0.15294324335365717,0.023805949862300543
20160229,758,3,0.18508224917177651,0.016260397108971616
20160229,759,3,0.13433089656607103,0.020507475332681192
20160229,760,3,0.15096304435679558,0.01525914728282161
20160229,761,3,0.12069299049332242,0.020597621110252595
20160229,762,3,0.1600284453250647,0.017824929182271347
20160229,763,3,0.14935683771454777,0.02371198767873025
20160229,764,3,0.14892508324874323,0.01732142754676735
20160229,765,3,0.13017120031865242,0.01823744288813152
20160229,766,3,0.138584146966073,0.019236117810465022
20160229,767,3,0.1501240024736708,0.019289032790805506
20160229,768,3,0.13934844544871303,0.021755883419583715
20160229,769,3,0.1419811353146039,0.017765761940755614
20160229,771,3,0.15392817434510825,0.012574617255304779
20160229,772,3,0.14777102925818342,0.01596068653566786
20160229,773,3,0.18106095301439773,0.013454517354298675
20160229,774,3,0.1403777059711706,0.01836597784972449
20160229,775,3,0.17229003372974258,0.014613677623322512
20160229,776,3,0.14914197079437685,0.01896221810788883
20160229,777,2,0.16839346599912508,0.022031865692615494
20160229,778,3,0.12995314600005145,0.01935862368238588
20160229,779,3,0.1497041377766372,0.018116895007977713
20160229,780,3,0.1548428892105608,0.020003836779466107
